VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio
9552,M S WALKER INC,890,Sobieski Cytron Vodka,7.46,9.99,1000.0,194,1447.24,0,0,0,0,55551.82,-1447.24,-inf,0.0,0.0
516,BANFI PRODUCTS CORP,7361,Bolla Soave,8.6,12.99,1500.0,168,1444.8,0,0,0,0,8510.41,-1444.8,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,20132,Jos Phelps Insignia 2010 Red,84.76,179.99,750.0,17,1440.92,0,0,0,0,68054.7,-1440.92,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,765,Vincent Van Gogh Dutch Choc,20.58,27.99,750.0,70,1440.6000000000001,0,0,0,0,144929.24,-1440.6000000000001,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,21115,Wicked Smooth Merlot,5.29,7.99,750.0,272,1438.8799999999999,0,0,0,0,68054.7,-1438.8799999999999,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,21286,Elk Cove Five Mtn Pnt Nr,31.97,46.99,750.0,45,1438.6499999999999,0,0,0,0,144929.24,-1438.6499999999999,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,764,Smirnoff Blueberry Vodka,10.42,14.49,1000.0,138,1437.96,0,0,0,0,257032.07,-1437.96,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,44755,Bollinger Brut Grande Annee,89.79,131.99,750.0,16,1436.64,0,0,0,0,144929.24,-1436.64,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,22338,Maison L'Envoye Two Messenge,17.1,26.99,750.0,84,1436.4,0,0,0,0,144929.24,-1436.4,-inf,0.0,0.0
10754,PERFECTA WINES,38102,Canyon Oaks Cab Svgn Cal,3.86,5.99,750.0,372,1435.92,0,0,0,0,28720.52,-1435.92,-inf,0.0,0.0
8892,TRINCHERO FAMILY ESTATES,34507,Trinity Oaks Cab Svgn Cal,5.22,8.99,750.0,275,1435.5,0,0,0,0,11595.97,-1435.5,-inf,0.0,0.0
8352,LUXCO INC,1009,Rebel Yell Variety Pack,38.75,49.99,750.0,37,1433.75,0,0,0,0,10261.6,-1433.75,-inf,0.0,0.0
1128,BROWN-FORMAN CORP,7219,Herradura Reposado NHSLC,30.46,45.99,750.0,47,1431.6200000000001,0,0,0,0,68601.68,-1431.6200000000001,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,4060,Sauza Cucumber Chili Tequila,9.35,14.99,750.0,153,1430.55,0,0,0,0,123880.97,-1430.55,-inf,0.0,0.0
9552,M S WALKER INC,22830,Beaux Freres Pnt Nr Will Vly,39.73,59.99,750.0,36,1430.28,0,0,0,0,55551.82,-1430.28,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,13950,Cade Svgn Bl Napa Cuvee,19.86,29.99,750.0,72,1429.92,0,0,0,0,144929.24,-1429.92,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,25809,Hoopes Napa Cab Svgn,31.07,45.99,750.0,46,1429.2199999999998,0,0,0,0,68054.7,-1429.2199999999998,-inf,0.0,0.0
10754,PERFECTA WINES,38107,Canyon Oaks Merlot Cal,7.94,11.99,1500.0,180,1429.2,0,0,0,0,28720.52,-1429.2,-inf,0.0,0.0
3252,E & J GALLO WINERY,12900,Madria Sangria,4.13,5.99,750.0,346,1428.98,0,0,0,0,61966.91,-1428.98,-inf,0.0,0.0
7153,PINE STATE TRADING CO,2186,Label 5 Scotch 12 Yr,19.56,26.99,750.0,73,1427.8799999999999,0,0,0,0,15884.82,-1427.8799999999999,-inf,0.0,0.0
9552,M S WALKER INC,22086,Queens Peak Cab Svgn Sonoma,9.33,13.99,750.0,153,1427.49,0,0,0,0,55551.82,-1427.49,-inf,0.0,0.0
10754,PERFECTA WINES,36075,Ch L'Eglise Clinet 10,475.5,698.99,750.0,3,1426.5,0,0,0,0,28720.52,-1426.5,-inf,0.0,0.0
1650,Circa Wines,24510,Tin Barn Svgn B Hi Vista Vyd,10.8,15.99,750.0,132,1425.6,0,0,0,0,211.97,-1425.6,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,27879,I Perazzi La Mozza Sangioves,11.84,17.99,750.0,120,1420.8000000000002,0,0,0,0,144929.24,-1420.8000000000002,-inf,0.0,0.0
9815,WINE GROUP INC,26663,Benziger Pnt Nr Sonoma,13.15,19.99,750.0,108,1420.2,0,0,0,0,27100.41,-1420.2,-inf,0.0,0.0
17037,Dunn Wine Brokers,23810,Angels Landing Rsv Cab Svgn,19.99,29.99,750.0,71,1419.29,0,0,0,0,358.03000000000003,-1419.29,-inf,0.0,0.0
10754,PERFECTA WINES,33923,Calera Jensen Mt Hrln Pnt Nr,59.08,90.99,750.0,24,1417.92,0,0,0,0,28720.52,-1417.92,-inf,0.0,0.0
9552,M S WALKER INC,23528,Santa Maria Alla Pieve Soave,9.08,13.99,750.0,156,1416.48,0,0,0,0,55551.82,-1416.48,-inf,0.0,0.0
2000,SOUTHERN WINE & SPIRITS NE,23279,Turnbull Syrah 11,16.44,24.99,750.0,86,1413.8400000000001,0,0,0,0,19016.59,-1413.8400000000001,-inf,0.0,0.0
9815,WINE GROUP INC,23565,10 Span Pnt Gris Monterey Cy,4.9,7.49,750.0,288,1411.1999999999998,0,0,0,0,27100.41,-1411.1999999999998,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,37568,Staglin Cab Svgn Rutherford,128.27,185.99,750.0,11,1410.97,0,0,0,0,144929.24,-1410.97,-inf,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,23202,Truvee Chard,6.75,12.99,750.0,209,1410.75,0,0,0,0,7259.75,-1410.75,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,26186,Binyamina Chard,7.79,11.99,750.0,181,1409.99,0,0,0,0,68054.7,-1409.99,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,14682,CC Ranch Cab Svgn CC Ranch,70.46,104.99,750.0,20,1409.2,0,0,0,0,144929.24,-1409.2,-inf,0.0,0.0
10754,PERFECTA WINES,43237,Acorn Alegria Vyds Cab Franc,18.06,29.99,750.0,78,1408.68,0,0,0,0,28720.52,-1408.68,-inf,0.0,0.0
653,STATE WINE & SPIRITS,24442,Underwood Cans Pnt Nr,4.51,6.99,375.0,312,1407.12,0,0,0,0,8014.9800000000005,-1407.12,-inf,0.0,0.0
2396,BLACK PRINCE DISTILLERY INC,3508,Llord's Orange Curacao,4.34,5.99,1000.0,324,1406.1599999999999,0,0,0,0,30.98,-1406.1599999999999,-inf,0.0,0.0
90047,CRUSH WINES,16445,Sans Liege Groundwork Grenac,11.91,19.99,750.0,118,1405.3799999999999,0,0,0,0,1457.73,-1405.3799999999999,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,22038,Jam Cellars Toast,16.89,24.99,750.0,83,1401.8700000000001,0,0,0,0,68054.7,-1401.8700000000001,-inf,0.0,0.0
2561,EDRINGTON AMERICAS,8070,The Macallan 21 Yr Old,233.57,319.99,750.0,6,1401.42,0,0,0,0,9654.5,-1401.42,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,14306,Dom les Pallieres Gigondas,22.22,33.99,750.0,63,1399.86,0,0,0,0,144929.24,-1399.86,-inf,0.0,0.0
4692,KOBRAND CORPORATION,27790,Jadot Chass Mont Abbaye 14,46.66,69.99,750.0,30,1399.8,0,0,0,0,9139.38,-1399.8,-inf,0.0,0.0
2000,SOUTHERN WINE & SPIRITS NE,23336,Ch Pavie St Emilion 11 Gr Cr,155.4,229.99,750.0,9,1398.6,0,0,0,0,19016.59,-1398.6,-inf,0.0,0.0
10754,PERFECTA WINES,932,Robert Sinskey Marcien Red,55.91,84.99,750.0,25,1397.75,0,0,0,0,28720.52,-1397.75,-inf,0.0,0.0
10754,PERFECTA WINES,35756,Ken Wright Freedom Hill Pnt,37.66,54.99,750.0,37,1393.42,0,0,0,0,28720.52,-1393.42,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,12388,Cecchi Chianti Clsc Rsv Fami,19.35,29.99,750.0,72,1393.1999999999998,0,0,0,0,68054.7,-1393.1999999999998,-inf,0.0,0.0
9552,M S WALKER INC,26835,Lagler Gr Velt Smaragd Stein,11.61,17.99,750.0,120,1393.1999999999998,0,0,0,0,55551.82,-1393.1999999999998,-inf,0.0,0.0
8673,STE MICHELLE WINE ESTATES,37421,Stags Leap Csk 23 Cab Svgn,107.14,164.99,750.0,13,1392.8200000000002,0,0,0,0,15919.7,-1392.8200000000002,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,19070,J Lohr Est Bay Mist Rsl,6.53,9.99,750.0,213,1390.89,0,0,0,0,144929.24,-1390.89,-inf,0.0,0.0
10754,PERFECTA WINES,21476,Cos d'Estournel St Estephe,198.67,299.99,750.0,7,1390.69,0,0,0,0,28720.52,-1390.69,-inf,0.0,0.0
4692,KOBRAND CORPORATION,25449,San Guido Sassacaia,231.78,349.99,1500.0,6,1390.68,0,0,0,0,9139.38,-1390.68,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,44650,Nickel Branding Irn Cab Svgn,66.2,95.99,750.0,21,1390.2,0,0,0,0,144929.24,-1390.2,-inf,0.0,0.0
3252,E & J GALLO WINERY,13703,Barefoot Cellars Moscato,4.33,6.49,187.0,321,1389.93,0,0,0,0,61966.91,-1389.93,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,12389,Volpe Rossa Pnt Grigio,7.23,10.99,1500.0,192,1388.16,0,0,0,0,144929.24,-1388.16,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,16726,g Sake,8.78,12.99,300.0,158,1387.24,0,0,0,0,68054.7,-1387.24,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,22617,Viberti Barbera D'Alba Gemel,6.8,9.99,750.0,204,1387.1999999999998,0,0,0,0,68054.7,-1387.1999999999998,-inf,0.0,0.0
4692,KOBRAND CORPORATION,24075,Bouvet Brut,5.56,8.29,750.0,249,1384.44,0,0,0,0,9139.38,-1384.44,-inf,0.0,0.0
10754,PERFECTA WINES,21431,Ch Pape Clement Pess leognan,60.12,116.99,750.0,23,1382.76,0,0,0,0,28720.52,-1382.76,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,3988,Silo Cucumber Vodka,21.58,29.99,750.0,64,1381.12,0,0,0,0,68054.7,-1381.12,-inf,0.0,0.0
8673,STE MICHELLE WINE ESTATES,14973,Nicolas Feuillatte Brut Rose,28.76,43.99,750.0,48,1380.48,0,0,0,0,15919.7,-1380.48,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,3560,Ciroc Amaretto Vodka,9.52,11.99,375.0,145,1380.4,0,0,0,0,257032.07,-1380.4,-inf,0.0,0.0
10754,PERFECTA WINES,15188,Las Valles Carinena Red,5.8,8.99,750.0,238,1380.3999999999999,0,0,0,0,28720.52,-1380.3999999999999,-inf,0.0,0.0
7153,PINE STATE TRADING CO,19217,Chronic Cellars Dead Nuts,16.43,23.99,750.0,84,1380.12,0,0,0,0,15884.82,-1380.12,-inf,0.0,0.0
7749,R.P.IMPORTS INC,19610,Ch Rieussec Gr Cru 10 Sauter,86.2,124.99,750.0,16,1379.2,0,0,0,0,91.5,-1379.2,-inf,0.0,0.0
90024,VINILANDIA USA,26302,Brooks Janus Pnt Nr,22.6,32.99,750.0,61,1378.6,0,0,0,0,2802.64,-1378.6,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,3361,Pinnacle Double Espresso,9.84,12.99,750.0,140,1377.6,0,0,0,0,123880.97,-1377.6,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,11164,Ame Neyers Cab Svgn Napa,52.97,79.99,750.0,26,1377.22,0,0,0,0,144929.24,-1377.22,-inf,0.0,0.0
8673,STE MICHELLE WINE ESTATES,22597,Erath Prince Hill Pnt Nr,24.99,36.99,750.0,55,1374.45,0,0,0,0,15919.7,-1374.45,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,1185,Caol Ila 17 Yr Single Malt,91.6,119.99,750.0,15,1374.0,0,0,0,0,257032.07,-1374.0,-inf,0.0,0.0
9552,M S WALKER INC,14328,Palmaz Vyds Cab Svgn Napa,65.35,99.99,750.0,21,1372.3500000000001,0,0,0,0,55551.82,-1372.3500000000001,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,22923,Patricius Tokaj Harslevelu,12.24,17.99,750.0,112,1370.8799999999999,0,0,0,0,68054.7,-1370.8799999999999,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,18943,Cannonball Merlot,11.4,16.99,750.0,120,1368.0,0,0,0,0,144929.24,-1368.0,-inf,0.0,0.0
17033,SEA BREEZE CELLARS LLC,24668,Darioush Merlot Napa Valley,41.37,59.99,750.0,33,1365.21,0,0,0,0,549.55,-1365.21,-inf,0.0,0.0
9552,M S WALKER INC,22050,Maggy Hawk Stormin Pnt Nr,37.92,54.99,750.0,36,1365.1200000000001,0,0,0,0,55551.82,-1365.1200000000001,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,26349,Walt Gap's Crown Pnt Nr,45.45,69.99,750.0,30,1363.5,0,0,0,0,144929.24,-1363.5,-inf,0.0,0.0
9552,M S WALKER INC,23425,La Jota Howell Mtn Merlot,43.91,64.99,750.0,31,1361.2099999999998,0,0,0,0,55551.82,-1361.2099999999998,-inf,0.0,0.0
9552,M S WALKER INC,38852,Salmon Creek Cab Svgn,3.28,4.99,750.0,414,1357.92,0,0,0,0,55551.82,-1357.92,-inf,0.0,0.0
9552,M S WALKER INC,26517,Altocedro Finca Tanos Malbec,11.03,16.99,750.0,123,1356.69,0,0,0,0,55551.82,-1356.69,-inf,0.0,0.0
10754,PERFECTA WINES,18748,Ca'Momi Bianco di Napa,5.6,9.99,750.0,242,1355.2,0,0,0,0,28720.52,-1355.2,-inf,0.0,0.0
4692,KOBRAND CORPORATION,27782,Jadot Savigny les Beaune 14,22.57,34.99,750.0,60,1354.1999999999998,0,0,0,0,9139.38,-1354.1999999999998,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,18585,James L'Escargot Svgn Blanc,9.73,14.99,750.0,139,1352.47,0,0,0,0,144929.24,-1352.47,-inf,0.0,0.0
9552,M S WALKER INC,21080,Landmark Overlook Pnt Nr,14.86,21.99,750.0,91,1352.26,0,0,0,0,55551.82,-1352.26,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,13059,P Michael La Carriere Chard,56.28,84.99,750.0,24,1350.72,0,0,0,0,144929.24,-1350.72,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,40607,Recanati Galilee Merlot,11.25,16.99,750.0,120,1350.0,0,0,0,0,144929.24,-1350.0,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,22420,Farm Napa Vly Chard,16.23,24.99,750.0,83,1347.09,0,0,0,0,68054.7,-1347.09,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,12139,Silver Oak Cab Svgn Napa Vly,149.65,219.99,1500.0,9,1346.85,0,0,0,0,144929.24,-1346.85,-inf,0.0,0.0
10754,PERFECTA WINES,17367,Riebeek Clrs Svgn Bl Swartld,6.62,9.99,750.0,203,1343.86,0,0,0,0,28720.52,-1343.86,-inf,0.0,0.0
10754,PERFECTA WINES,46882,Urban Rsl Mosel,9.33,13.99,750.0,144,1343.52,0,0,0,0,28720.52,-1343.52,-inf,0.0,0.0
653,STATE WINE & SPIRITS,24777,Mayu Svgn Bl,8.66,14.99,750.0,155,1342.3,0,0,0,0,8014.9800000000005,-1342.3,-inf,0.0,0.0
3252,E & J GALLO WINERY,19849,Barefoot Cellars Malbec,3.44,6.29,750.0,390,1341.6000000000001,0,0,0,0,61966.91,-1341.6000000000001,-inf,0.0,0.0
3252,E & J GALLO WINERY,24882,Boones Strawberry Hill,1.94,2.99,750.0,691,1340.54,0,0,0,0,61966.91,-1340.54,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,15851,Sextant Wheelhouse Znfdl,12.41,18.99,750.0,108,1340.28,0,0,0,0,68054.7,-1340.28,-inf,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,23203,Truvee Red,6.8,12.99,750.0,197,1339.6,0,0,0,0,7259.75,-1339.6,-inf,0.0,0.0
6213,MHW LTD,827,Bols Anisette,7.4,9.99,1000.0,181,1339.3999999999999,0,0,0,0,9621.58,-1339.3999999999999,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,2922,Usquaebach 15 Yr Whisky,51.46,69.99,750.0,26,1337.96,0,0,0,0,68054.7,-1337.96,-inf,0.0,0.0
10754,PERFECTA WINES,12536,La Garenne Entre Mer Wh,7.43,10.99,750.0,180,1337.3999999999999,0,0,0,0,28720.52,-1337.3999999999999,-inf,0.0,0.0
9552,M S WALKER INC,19767,Smoking Loon Moscato,6.53,9.99,750.0,204,1332.1200000000001,0,0,0,0,55551.82,-1332.1200000000001,-inf,0.0,0.0
9552,M S WALKER INC,22048,Maggy Hawk Afleet Pnt Nr,35.94,54.99,750.0,37,1329.78,0,0,0,0,55551.82,-1329.78,-inf,0.0,0.0
2000,SOUTHERN WINE & SPIRITS NE,20057,Ch Lascombes 10 Brdx,120.8,179.99,750.0,11,1328.8,0,0,0,0,19016.59,-1328.8,-inf,0.0,0.0
1128,BROWN-FORMAN CORP,6942,Southern Comfort Cherry,7.46,13.99,750.0,178,1327.8799999999999,0,0,0,0,68601.68,-1327.8799999999999,-inf,0.0,0.0
8892,TRINCHERO FAMILY ESTATES,43747,Terra D'Oro Pnt Grigio,7.89,12.99,750.0,168,1325.52,0,0,0,0,11595.97,-1325.52,-inf,0.0,0.0
9744,FREDERICK WILDMAN & SONS,27140,Coto de Imaz Red Gr Rsva 08,15.78,23.99,750.0,84,1325.52,0,0,0,0,3999.93,-1325.52,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,18586,Eric Kent Small Town Pnt Nr,27.58,44.99,750.0,48,1323.84,0,0,0,0,144929.24,-1323.84,-inf,0.0,0.0
10754,PERFECTA WINES,27627,Hook or Crook Chardonnay,18.36,26.99,750.0,72,1321.9199999999998,0,0,0,0,28720.52,-1321.9199999999998,-inf,0.0,0.0
90047,CRUSH WINES,26320,Ghost Block Cab Svgn Sngl Vy,62.91,94.99,750.0,21,1321.11,0,0,0,0,1457.73,-1321.11,-inf,0.0,0.0
4692,KOBRAND CORPORATION,27774,Jadot Marsannay Clos Roy 14,21.99,32.99,750.0,60,1319.4,0,0,0,0,9139.38,-1319.4,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,26493,Mas la Chevaliere Rose,8.96,12.99,750.0,147,1317.12,0,0,0,0,144929.24,-1317.12,-inf,0.0,0.0
2000,SOUTHERN WINE & SPIRITS NE,19970,Ch Ducru Beaucallou 10,263.15,399.99,750.0,5,1315.75,0,0,0,0,19016.59,-1315.75,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,27871,Flor Rose Brut,10.96,16.99,750.0,120,1315.2,0,0,0,0,144929.24,-1315.2,-inf,0.0,0.0
9552,M S WALKER INC,16199,Rickshaw Pnt Nr,10.96,16.99,750.0,120,1315.2,0,0,0,0,55551.82,-1315.2,-inf,0.0,0.0
10754,PERFECTA WINES,35957,Kesselstatt Josephshofer Kab,13.69,19.99,750.0,96,1314.24,0,0,0,0,28720.52,-1314.24,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,27399,J Drouhin Hosp Bell Brouilly,15.64,22.99,750.0,84,1313.76,0,0,0,0,144929.24,-1313.76,-inf,0.0,0.0
9552,M S WALKER INC,42801,Benton Lane Pnt Gris Willamt,11.03,15.99,750.0,119,1312.5700000000002,0,0,0,0,55551.82,-1312.5700000000002,-inf,0.0,0.0
2000,SOUTHERN WINE & SPIRITS NE,20058,Ch Picon Longueville Comt 10,218.54,329.99,750.0,6,1311.24,0,0,0,0,19016.59,-1311.24,-inf,0.0,0.0
10754,PERFECTA WINES,35757,Ken Wright McCrone Ore Pnt N,36.42,54.99,750.0,36,1311.1200000000001,0,0,0,0,28720.52,-1311.1200000000001,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,26872,Dom Fond Croze Serre CdR Bl,9.93,14.99,750.0,132,1310.76,0,0,0,0,144929.24,-1310.76,-inf,0.0,0.0
10754,PERFECTA WINES,11259,Jaboulet Crozes Herm 10 Thal,31.16,47.99,750.0,42,1308.72,0,0,0,0,28720.52,-1308.72,-inf,0.0,0.0
90037,THE PIERPONT GROUP LLC,2163,Sloane's Gin,14.38,24.99,750.0,91,1308.5800000000002,0,0,0,0,27.98,-1308.5800000000002,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,3070,Peligroso Reposado Tequila,16.53,29.99,750.0,79,1305.8700000000001,0,0,0,0,257032.07,-1305.8700000000001,-inf,0.0,0.0
8892,TRINCHERO FAMILY ESTATES,6768,Sutter Home Merlot Cal,3.86,5.99,750.0,338,1304.68,0,0,0,0,11595.97,-1304.68,-inf,0.0,0.0
90024,VINILANDIA USA,23936,Morel Bjls-Vlgs Emeringes,9.86,14.99,750.0,132,1301.52,0,0,0,0,2802.64,-1301.52,-inf,0.0,0.0
10754,PERFECTA WINES,18438,The Creator K Vintners Walla,36.12,55.99,750.0,36,1300.32,0,0,0,0,28720.52,-1300.32,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,24181,Constanti Brunello Montalcno,54.1,78.99,750.0,24,1298.4,0,0,0,0,144929.24,-1298.4,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,41122,King Est Domaine Pnt Gris,16.23,24.99,750.0,80,1298.3999999999999,0,0,0,0,144929.24,-1298.3999999999999,-inf,0.0,0.0
1392,CONSTELLATION BRANDS INC,3785,Svedka Orange Cream Pop,6.98,12.99,750.0,186,1298.28,0,0,0,0,79528.99,-1298.28,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,25341,Bollinger R.D. 2002,185.42,279.99,750.0,7,1297.94,0,0,0,0,144929.24,-1297.94,-inf,0.0,0.0
10754,PERFECTA WINES,18635,Castello d Cacchiano Chianti,13.51,19.99,750.0,96,1296.96,0,0,0,0,28720.52,-1296.96,-inf,0.0,0.0
90024,VINILANDIA USA,25971,Zuccardi Q Cab Svgn,13.51,19.99,750.0,96,1296.96,0,0,0,0,2802.64,-1296.96,-inf,0.0,0.0
9552,M S WALKER INC,26652,Arrowood Sonoma Est Cab Svgn,11.18,16.99,750.0,116,1296.8799999999999,0,0,0,0,55551.82,-1296.8799999999999,-inf,0.0,0.0
8892,TRINCHERO FAMILY ESTATES,17040,Sutter Home Pink Moscato,3.99,5.99,187.0,325,1296.75,0,0,0,0,11595.97,-1296.75,-inf,0.0,0.0
9744,FREDERICK WILDMAN & SONS,27135,Le Ragose Valpo Clsco 09,10.8,15.99,750.0,120,1296.0,0,0,0,0,3999.93,-1296.0,-inf,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,18781,Girl Go Lightly Moscato,7.53,10.99,750.0,172,1295.16,0,0,0,0,7259.75,-1295.16,-inf,0.0,0.0
9552,M S WALKER INC,21015,WindRacer RRV Chard,22.72,34.99,750.0,57,1295.04,0,0,0,0,55551.82,-1295.04,-inf,0.0,0.0
2000,SOUTHERN WINE & SPIRITS NE,26223,Jarvis Chard Finch Hollow Un,71.89,109.99,750.0,18,1294.02,0,0,0,0,19016.59,-1294.02,-inf,0.0,0.0
4692,KOBRAND CORPORATION,27827,Jadot Cote de Nuits Vaucrain,21.56,32.99,750.0,60,1293.6000000000001,0,0,0,0,9139.38,-1293.6000000000001,-inf,0.0,0.0
4692,KOBRAND CORPORATION,27791,Jadot Bouzeron Blanc 14,14.37,21.99,750.0,90,1293.3,0,0,0,0,9139.38,-1293.3,-inf,0.0,0.0
8673,STE MICHELLE WINE ESTATES,24866,Villa Maria Pnt Nr Private B,9.79,17.99,750.0,132,1292.28,0,0,0,0,15919.7,-1292.28,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,26085,Skyfall Cab Svgn,12.92,18.99,750.0,100,1292.0,0,0,0,0,144929.24,-1292.0,-inf,0.0,0.0
10754,PERFECTA WINES,39471,Acorn Dolcetto Alegria RRV,19.86,29.99,750.0,65,1290.8999999999999,0,0,0,0,28720.52,-1290.8999999999999,-inf,0.0,0.0
10754,PERFECTA WINES,15639,Secco Italian Bubbles,8.96,12.99,750.0,144,1290.24,0,0,0,0,28720.52,-1290.24,-inf,0.0,0.0
516,BANFI PRODUCTS CORP,5167,Banfi Grappa Castello,23.01,31.99,750.0,56,1288.56,0,0,0,0,8510.41,-1288.56,-inf,0.0,0.0
9552,M S WALKER INC,16773,Hartford Court Pnt Nr RRV,22.6,32.99,750.0,57,1288.2,0,0,0,0,55551.82,-1288.2,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,25607,Liparita Cab Svgv,35.71,54.99,750.0,36,1285.56,0,0,0,0,68054.7,-1285.56,-inf,0.0,0.0
1587,VINEYARD BRANDS INC,19497,Tintonegro Mendocino Malbec,7.14,10.99,750.0,180,1285.2,0,0,0,0,6070.09,-1285.2,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,25459,Seven Hills Merlot Seven Hil,21.42,32.99,750.0,60,1285.2,0,0,0,0,144929.24,-1285.2,-inf,0.0,0.0
17035,PERNOD RICARD USA,39840,Kenwood Cve Brut Yulupa Spa,5.95,8.99,750.0,216,1285.2,0,0,0,0,123780.22,-1285.2,-inf,0.0,0.0
9552,M S WALKER INC,46132,Fruitier Gneiss Abord Muscdt,8.9,12.99,750.0,144,1281.6,0,0,0,0,55551.82,-1281.6,-inf,0.0,0.0
8892,TRINCHERO FAMILY ESTATES,42385,Sycamore Lane Pnt Grigio Cal,3.65,5.29,750.0,351,1281.1499999999999,0,0,0,0,11595.97,-1281.1499999999999,-inf,0.0,0.0
4692,KOBRAND CORPORATION,25054,Jadot Clos Vougeot 13,91.5,139.99,750.0,14,1281.0,0,0,0,0,9139.38,-1281.0,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,19488,Ram Island Mead Iced Tea,4.13,5.99,500.0,310,1280.3,0,0,0,0,68054.7,-1280.3,-inf,0.0,0.0
3252,E & J GALLO WINERY,42753,Five Oaks Merlot Cal,2.6,3.79,750.0,492,1279.2,0,0,0,0,61966.91,-1279.2,-inf,0.0,0.0
10754,PERFECTA WINES,15977,Quattro Mani Barbera,10.66,15.99,750.0,120,1279.2,0,0,0,0,28720.52,-1279.2,-inf,0.0,0.0
9625,WESTERN SPIRITS BEVERAGE CO,2071,Bird Dog Maple Whiskey,13.05,17.99,750.0,98,1278.8999999999999,0,0,0,0,1933.19,-1278.8999999999999,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,12204,Dragani Mntplcno d'Abruzzo,4.02,5.99,750.0,318,1278.3600000000001,0,0,0,0,144929.24,-1278.3600000000001,-inf,0.0,0.0
8673,STE MICHELLE WINE ESTATES,18174,Seven Falls Merlot,7.14,10.99,750.0,179,1278.0600000000002,0,0,0,0,15919.7,-1278.0600000000002,-inf,0.0,0.0
90047,CRUSH WINES,20200,Sea Smoke Chard,42.56,62.99,750.0,30,1276.8000000000002,0,0,0,0,1457.73,-1276.8000000000002,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,17368,Emblem Cab Svgn Oso Vyd,29.67,45.99,750.0,43,1275.8100000000002,0,0,0,0,68054.7,-1275.8100000000002,-inf,0.0,0.0
